;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Transporte, armazenagem e correio;105;47;301;32;186;10;19;310;231;434;189;169;611;199;24;546;631;768;1.272;3.452;745;1.140;612;231;17;-907;247;3;11.624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Alojamento e alimentação;41;55;148;14;138;57;65;183;164;726;260;371;732;262;176;846;1.018;201;2.008;3.276;648;1.231;1.469;182;89;293;250;1;14.904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas;270;-92;-40;114;673;114;-112;365;333;1.012;1.478;1.106;1.945;265;282;2.634;4.552;379;5.393;28.551;3.984;2.347;3.602;346;4;1.324;1.611;31;62.471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Informação e Comunicação;40;18;19;-7;178;24;4;33;-3;391;58;58;157;70;44;195;160;-4;189;1.042;106;-90;185;64;11;231;-42;0;3.131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Atividades Financeiras, de Seguros e Serviços Relacionados;33;-86;8;14;82;8;18;57;68;160;10;19;62;5;28;83;387;81;108;221;333;275;237;45;88;54;39;0;2.437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Atividades Imobiliárias;-14;-2;-4;5;-1;-13;0;22;5;24;33;33;81;-31;-22;42;-135;22;-71;154;117;49;64;-18;-37;50;-20;-2;331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Atividades Profissionais, Científicas e Técnicas;67;-31;11;-42;178;4;-172;68;-22;142;-135;47;658;73;-2;218;238;-109;555;2.517;331;314;337;182;-95;190;26;37;5.585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Atividades Administrativas e Serviços Complementares;144;9;-74;144;236;91;38;185;285;295;1.512;949;987;148;234;2.096;3.902;389;4.612;24.617;3.097;1.799;2.779;73;37;799;1.608;-4;50.987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais;-4;-44;49;37;187;106;24;-25;120;-22;-250;211;-618;19;70;302;751;-302;668;317;-522;68;477;245;-74;-1.002;414;-41;1.161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Administração Pública, Defesa e Seguridade Social;-12;-6;6;40;34;0;1;62;-2;3;20;1;7;-11;13;68;13;-8;257;-586;-253;-19;4;1;7;4;12;0;-344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Educação;-14;-46;-20;-23;-77;49;-50;22;-77;-354;-349;13;125;-55;-108;-424;-96;-160;-867;-853;-226;-201;3;-147;-76;-287;-72;1;-4.369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Saúde Humana e Serviços Sociais;22;8;63;20;230;57;73;-109;199;329;79;197;-750;85;165;658;834;-134;1.278;1.756;-43;288;470;391;-5;-719;474;-42;5.874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Serviços domésticos;0;0;0;-1;0;0;0;0;0;0;2;0;0;0;0;1;6;0;-1;4;6;-6;1;2;0;-1;2;-1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Outros serviços;-28;26;62;13;41;-35;77;-12;43;163;57;112;181;39;69;-17;-243;1;998;499;28;43;289;67;-85;1;58;-1;2.446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Artes, Cultura, Esporte e Recreação;13;-1;7;1;-20;4;12;19;40;163;38;40;41;51;41;107;21;-1;286;405;91;95;263;40;-30;17;41;-3;1.781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Outras Atividades de Serviços;-41;27;55;12;61;-39;65;-31;3;0;19;72;141;-12;28;-124;-261;2;707;98;-63;-52;26;27;-55;-16;3;2;654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Organismos Internacionais e Outras Instituições Extraterritoriais;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-3;0;5;-4;0;0;0;0;0;0;14;0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Não identificado;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;0;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fonte: Novo Caged – MTE.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
